,tanggal,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,WSPM,AQI,Kategori_Udara
91,2013-05-31,83.1566265060241,145.06626506024097,21.698795180722893,43.33132530120482,806.5156549681543,94.77677590361445,22.762048192771083,997.1783132530121,13.19578313253012,1.225301204819277,165,Unhealthy
92,2013-06-01,67.93115942028986,104.76086956521739,10.626811594202898,44.25437184044622,719.8776346719171,85.23757898550726,25.131884057971014,1000.3576086956522,7.979347826086957,1.3644927536231886,157,Unhealthy
93,2013-06-02,114.75,150.81060606060606,22.553030303030305,52.628787878787875,1251.5686804278466,67.87898939393939,20.750757575757575,999.885606060606,13.890151515151516,1.2212121212121212,182,Unhealthy
94,2013-06-03,141.42763157894737,143.14473684210526,14.93421052631579,48.18421052631579,1504.8192954489332,77.25,23.45328947368421,998.4434210526315,15.030921052631578,1.0256578947368422,195,Unhealthy
95,2013-06-04,102.66025641025641,101.74358974358974,15.038461538461538,45.298965292260455,1526.9215798340958,72.78846153846153,20.212179487179487,1005.7391025641025,16.53076923076923,1.5025641025641026,175,Unhealthy
96,2013-06-05,114.59683794466403,101.68379446640316,6.134387351778656,44.21991535807364,1576.0391228737963,28.130434782608695,18.83636363636364,1006.1256916996047,17.912252964426877,1.1616600790513834,182,Unhealthy
97,2013-06-06,124.41059602649007,123.82119205298014,8.788079470198676,37.47019867549669,1619.8083828905678,12.46212582781457,18.758940397350994,1004.6655629139073,17.9158940397351,0.9953642384105961,187,Unhealthy
98,2013-06-07,121.24117647058823,116.01176470588236,9.191176470588236,46.962517647058824,1865.3970400693179,4.659524705882353,20.22529411764706,1002.1541176470589,19.13705882352941,1.036470588235294,185,Unhealthy
99,2013-06-08,127.04109589041096,121.4931506849315,6.745238356164384,44.32944579173035,1835.864118855982,5.534486301369863,19.93972602739726,1001.2849315068494,19.245890410958904,0.7445205479452055,188,Unhealthy
100,2013-06-09,36.21455938697318,37.06061662983338,4.832919540229885,37.56862971945553,991.1332698133217,24.969907279693487,17.957088122605363,1004.8291187739464,16.646743295019157,1.4796934865900382,103,Unhealthy for Sensitive Groups
101,2013-06-10,21.56794425087108,32.944296472967146,4.411409059233449,37.51816012814597,790.1020217179824,45.58890871080139,20.513937282229964,1006.4271777003484,14.777003484320558,0.9637630662020906,71,Moderate
102,2013-06-11,52.111913357400724,71.54873646209386,5.375090252707581,45.50617364620939,713.5512198006472,67.33937833935018,20.776895306859206,1002.4259927797834,14.850902527075812,1.4545126353790614,142,Unhealthy for Sensitive Groups
103,2013-06-12,47.41284403669725,59.323865218111536,11.198146788990826,33.40542011739739,821.0207639073666,85.37020366972476,20.405963302752294,1002.2605504587156,14.225688073394494,1.4073394495412845,130,Unhealthy for Sensitive Groups
104,2013-06-13,93.55319148936171,114.1063829787234,17.16194609929078,45.79777943262411,989.0248000835746,94.13515460992907,21.352482269503543,1002.4737588652481,15.151063829787235,1.178723404255319,171,Unhealthy
105,2013-06-14,96.4390243902439,147.3739837398374,19.645808130081303,57.00191207798888,1015.3029533813249,93.8341512195122,23.71951219512195,1001.9471544715448,12.620325203252031,1.4845528455284553,172,Unhealthy
106,2013-06-15,88.42241379310344,129.77586206896552,23.021020689655174,64.73140775862069,1236.725840081269,57.91343620689655,22.70603448275862,1001.8060344827586,14.803448275862069,1.0612068965517243,168,Unhealthy
107,2013-06-16,155.07303370786516,160.35393258426967,18.73888539325843,56.41401284040804,1421.9005223928364,59.73884831460674,22.424719101123596,997.2949438202247,18.637078651685393,1.0365168539325842,206,Very Unhealthy
108,2013-06-17,41.61787072243346,45.332699619771866,6.7210768060836505,36.287416620476286,956.9180773342139,83.52068821292775,25.73269961977186,995.5866920152091,17.06083650190114,1.3783269961977187,116,Unhealthy for Sensitive Groups
109,2013-06-18,42.814516129032256,77.43388152237223,8.86753870967742,55.22974982571731,862.2850317934649,92.3110306451613,27.57782258064516,991.9427419354838,16.447580645161292,1.556048387096774,119,Unhealthy for Sensitive Groups
110,2013-06-19,46.636,77.85682094038651,10.9759584,39.82548765081683,1003.0123566402627,94.09466,28.668,996.4928000000001,16.0252,1.1692,128,Unhealthy for Sensitive Groups
111,2013-06-20,48.55,91.25416666666666,11.213353333333334,57.096896419447354,1028.7871726277515,65.64671583333333,26.945833333333333,1000.9020833333333,18.00041666666667,0.9929166666666667,133,Unhealthy for Sensitive Groups
112,2013-06-21,48.526881720430104,84.24731182795699,10.13221218637993,48.99191023934729,966.8125013791373,71.37831111111112,26.206093189964157,1003.1333333333333,17.74551971326165,1.6903225806451614,133,Unhealthy for Sensitive Groups
113,2013-06-22,46.947916666666664,53.388221710572715,4.585105555555555,40.87732246939327,833.1991403679467,38.73614444444444,21.61284722222222,1002.3177083333334,19.013194444444444,1.0586805555555554,129,Unhealthy for Sensitive Groups
114,2013-06-23,47.0343347639485,51.716738197424895,7.592731330472103,39.490439361310145,1006.641152456749,72.59761630901286,25.01716738197425,997.9781115879828,17.61545064377682,1.1278969957081546,129,Unhealthy for Sensitive Groups
115,2013-06-24,88.55445544554455,102.74752475247524,6.802158415841585,37.83394306930693,1109.521578229706,91.8480693069307,23.653465346534652,996.489108910891,19.597029702970296,1.243069306930693,168,Unhealthy
116,2013-06-25,82.25116279069768,76.89302325581396,7.58337488372093,35.486619463911865,1220.5951216310805,51.99215162790697,21.756279069767444,994.6251162790697,20.495813953488373,1.1246511627906977,165,Unhealthy
117,2013-06-26,129.52121212121213,125.52121212121212,5.941716363636363,40.38694259371611,1378.9007398079002,79.78948121212122,25.049696969696967,991.4478787878787,21.203030303030303,1.2836363636363637,189,Unhealthy
118,2013-06-27,78.07731958762886,87.58247422680412,6.6448,44.29910934822571,912.4343138632527,82.30696082474226,26.65927835051546,991.9876288659794,19.451546391752576,1.2654639175257731,163,Unhealthy
119,2013-06-28,92.96551724137932,123.74137931034483,6.6389517241379306,34.42145812388384,986.0562632052234,78.61590344827586,24.087931034482757,993.5689655172414,21.08448275862069,1.053448275862069,170,Unhealthy
120,2013-06-29,81.89873417721519,75.59915611814345,5.229674261603376,37.658807412564954,1236.1681671484585,54.84170548523207,22.649367088607594,998.0654008438819,21.227848101265824,1.0670886075949366,165,Unhealthy
121,2013-06-30,172.03053435114504,152.6367211465134,9.920073282442749,39.764264335596614,1419.6961150610327,77.83402748091603,25.66793893129771,997.3206106870228,23.066342152852805,1.0221374045801528,222,Very Unhealthy
122,2013-07-01,148.7793427230047,128.5429810728385,7.826366197183099,48.36442547539904,1430.0005281861768,26.26023474178404,24.85211267605634,993.0046948356808,23.26666666666667,1.2272300469483568,199,Unhealthy
123,2013-07-02,16.54225352112676,31.534672943203013,4.8054,29.819562207490712,630.2775335131366,76.3986309859155,28.988732394366195,989.4281690140845,17.6693661971831,2.2711267605633805,60,Moderate
124,2013-07-03,25.80514705882353,56.266921388045276,7.790673529411765,44.21316118205495,726.9754511248042,66.6776375,29.560661764705884,989.6430147058825,18.913235294117644,1.2224264705882353,80,Moderate
125,2013-07-04,21.75563909774436,50.25038578025682,6.2238917293233085,42.846593765108814,630.6745286423923,63.3862060150376,28.054511278195488,988.5187969924812,18.2406015037594,1.3590225563909775,71,Moderate
126,2013-07-05,19.865454545454547,39.542564491260464,6.0375214545454545,36.569264875154055,537.0906465712447,81.41454545454546,29.14872727272727,992.1174545454545,17.811636363636364,1.4632727272727273,67,Moderate
127,2013-07-06,49.92857142857143,99.83333333333333,10.824,51.30784506657894,859.2648619749049,79.9190880952381,26.395238095238092,995.5446428571429,20.307738095238093,1.3005952380952381,137,Unhealthy for Sensitive Groups
128,2013-07-07,71.53883495145631,77.0631067961165,5.84993786407767,30.158677871451193,870.6430131812144,104.40587961165048,25.83495145631068,994.6233009708737,22.037378640776698,1.1791262135922331,159,Unhealthy
129,2013-07-08,81.76071428571429,70.8,4.495145714285714,36.99521325965789,977.154488890968,89.42143499999999,25.339285714285715,996.3764285714286,23.496785714285714,0.9610714285714287,165,Unhealthy
130,2013-07-09,75.97222222222223,51.53129544354712,4.674855555555556,43.60675287487207,1030.8035355640432,34.167275,24.256944444444443,997.3097222222223,23.27951388888889,0.890625,162,Unhealthy
131,2013-07-10,30.228070175438596,28.50036006157303,5.2160168421052635,40.783126509034155,822.4555070797571,22.006878596491227,23.33017543859649,999.2614035087719,21.684912280701752,0.8326315789473685,89,Moderate
132,2013-07-11,36.46875,46.467370199820536,4.498505555555556,41.01062717747075,939.0479401557877,39.602938888888886,24.72361111111111,1000.0687499999999,20.979166666666668,0.8034722222222223,103,Unhealthy for Sensitive Groups
133,2013-07-12,64.19834710743801,69.49173553719008,5.166519008264463,38.40207968549368,1078.0023686734953,75.53310413223141,25.87272727272727,1000.0276859504132,21.591735537190083,1.1599173553719009,155,Unhealthy
134,2013-07-13,126.85972850678733,108.94390324682495,6.503029864253393,31.338035163734222,1206.3691961460709,85.40716561085972,27.133936651583713,1000.8990950226245,23.284162895927604,1.0981900452488687,188,Unhealthy
135,2013-07-14,106.36470588235294,96.59452006881692,10.33825568627451,29.723359102687304,1114.3583863624413,80.59193176470588,26.392941176470586,1001.616862745098,22.066666666666666,1.4517647058823528,177,Unhealthy
